"restaurant_name","place_id","username","user_review_id","review_date","rating","review_text"
"The SpitJack Cork",84,"Cormac Wyatt",570,"3 months ago",5,"Incredible value for money.
The service is friendly and detailed. The vibe and atmosphere is really nice, striking a balance of chill but also high quality. And the food! OMG! So delicious. Gf has duck legs & I had the pork pancetta for mains as well sharing the seafood plate for starters sharing. We were STUFFED! Excellent quality, full of flavor and goodness. Easy to eat & easier to enjoy! Just can't recommend the place enough tbh. Go there!!"
"The SpitJack Cork",84,"Oleksandr Rivkind",1935,"a month ago",5,"Great food, friendly service. Definitely recommended. Tried their porchetta - it did not disappoint. Booking in advance is recommended."
"The SpitJack Cork",84,"John Daubenschmidt",1253,"2 weeks ago",5,"Strongly recommend reservations.  Menu good variety, not too busy.  Nice Name origin story.  Multi level seating, can accommodate larger groups."
"Expresso Cafe",85,"kate lavender-duncan",1373,"4 months ago",5,"Staff really friendly and helpful, food all freshly cooked and very tasty. Enjoyed it so much we came back for another breakfast the next day. Would highly recommend."
"Expresso Cafe",85,"Weiller Nolasco",2600,"2 years ago",5,"The place is simple but accomodate, I felt I was in my mother Kitchen while she was making my breakfast, so If you are looking for a ""home made"" Irish Breakfast I would highly recommend Expresso Cafe. Great food,  good value and I was very accomodate and welcome for 2 nice and friendly ladies at the place.
Thank you"
"Expresso Cafe",85,"I Ta",1062,"6 months ago",5,"The service is amazing, and the coffee is wonderful! I loved my breakfast coffee! Everything was perfect, impeccable service! My top 10 deserves and is worth more than the rating it has here.<3"
"Expresso Cafe",85,"Amy Amy",175,"2 years ago",5,"Absolutely fantastic.
Amazing homemade food, wonderful service, great prices. The chef, Tomaz, is an artist"
"Expresso Cafe",85,"Eoghan McCormack",829,"a year ago",5,"Had this nosh bout 17 month ago, proper decent scran, even better people. If you’re loaded and have cash to spend, invest in a meal here and watch your food double."
"Expresso Cafe",85,"Chiyoko Szlavnics",463,"3 years ago",4,"Delicious potato/cheese perogies - home-made!"
"Expresso Cafe",85,"ea3831",755,"2 years ago",5,"Love the breakfast bagel!"
"Expresso Cafe",85,"Anthony Forde",242,"4 years ago",5,"Great breakfast"
"An Bróg Bar + Kitchen",86,"Mr Walsh",1829,"11 months ago",5,"Delicious and great value for money for the food in An Bróg. I went with the Classic burger that comes with nice chunky chips. The Classic burger it's self was a 6oz monster it felt moe like a very tasty double quarter pounder. One of the most messiest and tastiest burgers I had in long time. Glad I could just about finish it.
Be prepared, this is a delicious juicy messy burger! Fast service great chef, great bar staff. The inside of the pub the decor and vibe is decorated very interestingly and very cozy. Grabs your attention where ever you look.  The DJ box made of a little camper van is a great centre piece. It also has  a football table machine for a bit of fun."
"An Bróg Bar + Kitchen",86,"Marty Butler",1680,"11 months ago",5,"Very good burgers , chips are 10/10 (super crispy and beautifully seasoned, paprika amongst other spices). They have 2 for 1 on most days and €5 Nacho Fridays. Music is very mainstream not my scene but also a great pub for a good night."
"An Bróg Bar + Kitchen",86,"nick v",1893,"2 months ago",5,"As an ""out-of-towner"", I was looking for a place for my family and I to have a nice, affordable dinner. So I went into a pub!

The place is dimly lit with an awesome retro vibe. And the food? It was incredible! Delicious salad, delicious wings, and a very handy kids meal. They even have a song bingo game on Thursdays. I wouldn't change a thing
100% recommend for any occasion."
"An Bróg Bar + Kitchen",86,"Julian C",1318,"2 months ago",3,"Atmosphere is unreal, but the only issue is the staff, left with my friend for two minutes and couldn't get back in, the bouncer said he ""didn't see us leave"" after making direct eye contact while leaving. Our phones and coates were still inside, and we only got them back after my friends sister brought them out. Great Atmosphere, but genuinely hostile and unreasonable bouncers."
"An Bróg Bar + Kitchen",86,"David Philpott",671,"2 months ago",1,"Never met a more hostile and disrespectful man in my life than the bouncer of An Bróg, included a picture so ye can avoid this aggressive man-child."
"An Bróg Bar + Kitchen",86,"Danilo Matias",624,"4 months ago",1,"The place is amazing, with great music and fun weekly activities. However, there’s something more important than everything else to me: the staff! I visited on a public holiday, and one of the staff members was incredibly aggressive and unhappy. An alternative lady, who was supposed to be helpful, had an inadequate posture with me and my friend because we didn’t want to participate in the Quiz. It was unnecessary and some people really don’t know how to work in a hospitality service. Unfortunately, it seems like the company is lost in this situation because there are 100 others pubs in Cork where this kind of behavior is not tolerated."
"The Garden Cafe",1,"Dana Fülles",607,"5 months ago",5,"Such a wonderful Café, the staff is lovely and the food is too. With all the trees and flowers it's just beautiful to sit outside and enjoy the sunshine with a coffee."
"An Bróg Bar + Kitchen",86,"Andy",206,"3 weeks ago",3,"I usually like this place but the crowd or getting squeezed against the bar and fighting for your life to get there and out isnt ideal."
"An Bróg Bar + Kitchen",86,"Deniece Anthoney",706,"a year ago",5,"Went here on a day visit to Cork and glad we found this gem of a place. Friendly staff ans good service. Great decor and cocktails were fab."
"An Bróg Bar + Kitchen",86,"Paddy O'Connell",1971,"9 months ago",4,"Decent bar in city centre - more a night time venue for younger folk."
"An Bróg Bar + Kitchen",86,"Travis Brink",2536,"a year ago",4,"Went there because they're open later than the other bars that close at 11:30. Younger, boisterous late night crowd which is ideal for partiers and boisterous youths, which clearly didn't deter me from staying til closing. I was surprised to find out the next day that the alleyway was an entrance to the English Market near the fishmongers. I was also surprised to learn they also serve food, which I didn't know about until just now when I began to write this review so I can't really speak to that. Decent beers, healthy shot pours, and late night hours."
"Jacques Restaurant",87,"Paul Richard Bungay",2018,"a month ago",4,"We went on a team night out and the place and atmosphere of this place is class. It might look very small at the outside but very big on the inside.Their servers was very approachable and accommodating as well. Food was ok for me. I would say my expectations were a little bit not met. For a 30-40 euro steak, I would have expected that the steak is at least seasoned which was not. The sharing platter as well was a little bit  small for me. I expected at least a couple of meats and more cheese on a meat and cheese board but as you can see on the picture that’s their sharing board and you can see on the menu how much that is. My teammates enjoyed their veggie board and they were delighted with the taste. Their desert was great as well. Overall still a good experience. Just get your wallets ready as food can be pricey."
"Jacques Restaurant",87,"Mark Mirigian",1659,"5 months ago",5,"Wonderful dining experience and friendly staff. The tomahawk is seasoned well and big enough to share. Extensive drink menu including low/no alcohol drinks and wines on tap. The affogato comes with a brownie and add-on liquor. Note that the online sample menu doesn't match the live menu so a few things were not on offer that we were hoping to try."
"Jacques Restaurant",87,"Luke Ratterman",1580,"2 months ago",5,"Amazing top shelf experience! We had 4 of the small plates. All were perfection."
"Jacques Restaurant",87,"Gavin Lynam",929,"2 months ago",5,"Very high quality food at a good price from great staff!"
"Cafe Spresso",90,"Mark Kelleher",1656,"2 months ago",5,"I had a full Irish breakfast earlier. Such great value for 12 euro, it is absolutely huge. The food is fresh, tasty and so filling. The owners seem like lovely people too. There is a very nice vibe in this cafe. I am already looking forward to my next visit."
"Cafe Spresso",90,"Brian Rohan",384,"2 months ago",5,"The breakfast in here is superb. Excellent value also. Nowhere else in Cork City beats this place."
"Hannah Barretts",187,"Vincent",2579,"2 years ago",5,"Love this place! We had a great time Darts, billiards and a beer garden!"
"Jacques Restaurant",87,"Nguyet Bui",1870,"Edited 7 months ago",5,"Needless to say, I licked the plate. Just come here, you’ll be a happy silly goose like me.

✔️Mussels escabeche
✔️Roast quail

Delightful dinner affair with impeccable ambiance, in my humble opinion. After a futile search through four restaurants, stumbling upon this gem was a stroke of luck. I had noticed it during a leisurely evening stroll and was instantly captivated.

The warm welcome upon entry sealed the deal for me; the charming lady and the attentive staff were absolute darlings, truly enhancing my evening.

Starting with the mussels was a light and flawless choice. When I spotted quail on the menu, I knew it was meant for me. The creamy polenta resembled a heavenly bed, complemented by a delicate touch of pesto oil that harmonized all the flavors beautifully. The quail itself was cooked to perfection, just as I prefer."
"Jacques Restaurant",87,"Holly Sykes",1054,"a year ago",5,"SO GOOD! We had a lovely and delicious dinner here during our stay in Cork. Absolutely fantastic, I wanted to go back the next night again!"
"Jacques Restaurant",87,"Julia Dixon",1316,"a year ago",4,"The food was delicious! The restaurant goes back quite a long way so it more spacious than it appears from the front. Our fish and scallops were delicious and the wine was reasonably priced too. Nice causal dining for all the family."
"Jacques Restaurant",87,"BANANA BADGER",302,"a year ago",5,"I have been here twice now and the restaurant is one of the best in Cork. The food is fresh and well prepared. The staff are attentive. It is always busy so make sure to book a table."
"Jacques Restaurant",87,"Mikey",1798,"5 months ago",5,"Loved this place! We just walked in off the street and were warmly greeted. Food was amazing. Service was perfect. And wine was nice. So much so, we booked a table 2 days later!"
"Jacques Restaurant",87,"Dessie Hristov",719,"3 years ago",4,"Expected more, however it was a good experience. The bartender, who happens to be our waitress as well, was polite and helpful. We had the crab arancini (not excited about those), the pork belly (good!), The stuffed mushrooms (good!), The duck salad (highly recommend!!!). Extensive cocktails and wines on the menu. Place was a bit empty but the atmosphere, the setting was very welcoming!
I would recommend it!"
"12 Tables",88,"Captain Figgy",417,"a month ago",5,"Really nice experience. We went at 1 pm on a Tuesday so maybe it was a good time as others have told me it is super busy in the mornings and weekends. It was expensive enough, especially for only one piece of toast with the eggs Benedict, but everything was delicious so we will probably come again. Pancakes were delicious and coffees were great!"
"12 Tables",88,"Carol Ruane",424,"2 months ago",5,"Great service as always. So friendly and helpful.  Food tasted so good. They do classic breakfast and brunch so well and some great dishes that are a little different. Plenty of space inside and lovely atmosphere with seating inside and outside. Family friendly. Highly recommend."
"12 Tables",88,"Diane’s Travel",722,"4 months ago",5,"Everything was delicious,done to perfection. Super tasty and the portions are big enough and at a good price. The atmosphere was nice and the stuff super friendly. Food came very fast.We will be back for sure. I HIGHLY recommend. Well done !"
"12 Tables",88,"Val O'",2557,"3 weeks ago",5,"Brunch was a pure delight and my order of EGGS ROYALE (Poached eggs, smoked salmon & asparagus on a grilled English muffin with hollandaise & dressed greens) with tea was so delicious!  It was a pleasure chatting with Kath and Zoe, who were so friendly.  This Douglas native living in New Jersey makes a point of visiting during each return trip!"
"12 Tables",88,"Cyanne Dunn",582,"Edited 6 months ago",5,"My husband and I had a really excellent breakfast here today, it was both of our first time there. The food was amazing with interesting choices, and everything came out really quickly. He had the black pudding rosti and I had the Ballycotton, and we shared an order of the tator tots (so crispy) - everything was delicious! The staff were all great, especially our waitress Dorota. I’m looking forward to going back!"
"12 Tables",88,"Jericho Lastrilla",1202,"6 months ago",5,"We had the lion heart and sir henry and both were very tasty and had good portions for the price. Very attentive service and lovely athmosphere and music. Coffee was not the best I had but reasonably priced. I also hope there were tissues available at every table just to save everyone from walking up and down to the counter to get one. Overall Id recommend!"
"12 Tables",88,"Eoin Fehily",834,"3 months ago",5,"Excellent food, friendly staff. Busy spot and you can see why! Great for lunch/ brunch/ coffee"
"12 Tables",88,"Asia O'Driscoll",283,"11 months ago",5,"We have been to 12 tables a few times and we always have a great time. Today I had the ""Sir Henry"" and the poached eggs were a tiny bit overdone. However, I still enjoyed the food and I have gotten the veggie hash before which is always lovely! My partner had the Pom Lionheart, his eggs were a small bit under-done and the black pudding a small bit over-done. However, he also enjoyed his food - especially the honey baked ham he ordered extra 👌🏻👌🏻 we also had the pistachio bomb which was absolutely amazing!"
"12 Tables",88,"Jeff Wild",1184,"a week ago",5,"Went here based on other reviews and was not disappointed. Great place to grab breakfast just outside the center of town. Food and service was excellent!"
"12 Tables",88,"maura flynn",1713,"4 months ago",5,"Black pudding and potatoe rossti was absolutely delicious.. lovely coffee and dog friendly in the garden area. Friendly staff 😍"
"River Lane Bar",89,"Liza O Sullivan",1535,"6 years ago",5,"Absolutely bloody brilliant. We went back after my uncle's removal and they were more than accomadating. Looking forward to going back tomorrow after the crematorium. My uncle's name is Gregory mullan."
"River Lane Bar",89,"Chuckconnors",497,"Edited 6 years ago",5,"Great bar to chill in. Very well run by the owner and the staff. Always smiling and they REALLY  go out of their way to please their customers. Highly recommended ;)"
"River Lane Bar",89,"Choctaw",470,"3 years ago",5,"Looks fabulous. Remember going there long long ago .it was a different name i think. There was upstairs as well. Is the high house still there and pub top of shanakiel near Briars court? Also has any got a pool table?  Thanks 👍 …"
"River Lane Bar",89,"Darragh Connolly",638,"a year ago",5,"Great atmosphere  , friendly staff and fantastiic beer ....what more  could you want"
"River Lane Bar",89,"Brendan o connor",363,"Edited 2 years ago",4,"Nice upstairs function room newly refurbished floor and decorated walls etc.
Floor was slippy tho as it was just done I'd say"
"River Lane Bar",89,"William Murphy",2612,"Edited a year ago",5,"every time I play darts there I have a fantastic time great staff and better company"
"River Lane Bar",89,"Alban Thibaut",112,"6 years ago",3,"Good atmosphere and friendly staff, but you can wait a bit at the bar before being served at peak times."
"River Lane Bar",89,"Yuvaranee P Coolen",2640,"a year ago",5,"Thank you Jameson  for giving us water. Really  appreciate you :)"
"Cafe Spresso",90,"Viktor Danielian",2577,"11 months ago",5,"One of the best breakfast places I’ve tried in Ireland. Came to Ireland to run a Dublin marathon and been dining in lots of places. This place stands out with large menu, affordable prices and excellent service. Tomasz is cooking everything himself in the back and everything tastes delicious. Would highly recommend this place!"
"Cafe Spresso",90,"Melanie Tam",1736,"a month ago",3,"Our first breakfast in Ireland had to be a full Irish breakfast, of course. I found Cafe Spresso, which was a short walk from our hotel, and it had pretty good reviews. It was a Monday at around 11 AM, and there was probably only one other table dining. The menu looked like it was a mix of Irish and Hungarian cuisine. We ordered the large Full Irish Breakfast (2 bacon, 2 sausages, 2 eggs, black and white pudding, mushrooms, beans, tomato, toast, tea or coffee) and one of the Hungarian specials, a meat croquette, which comes with a cup of beetroot soup. The Irish Breakfast was good - oily, like you’d expect. It did the trick. It’s enough to share between two people, just because it’s so greasy. I would skip the croquette. It was definitely left over from the night (or maybe more) before. It was soggy and salty. I did enjoy the beetroot soup, but I didn’t want to mix too much of it with the coffee I was already drinking.

Cafe Spresso is a good option for a full Irish brekkie, which is only €12! But I would just stick to that."
"Cafe Spresso",90,"Roberto",2152,"4 months ago",5,"This place actually saved my morning. Large irish breakfast. Delicious. Very, very kind attention."
"Cafe Spresso",90,"Kevin Jordan",1423,"8 months ago",5,"Nice Irish/Polish cafe serving a good variety of breakfast and lunch options. Friendly staff. I had small Irish and other half had porridge with bananas, both very nice."
"Cafe Spresso",90,"Jack Verkerk",1124,"2 months ago",5,"Absolute bargain of a breakfast for 12€. Also run by a Polish family which is nice to support."
"Cafe Spresso",90,"Schaefer Fernandes",2273,"11 months ago",5,"Cafe Spresso in Cork City is a cozy, welcoming spot with a great atmosphere and friendly staff. Their coffee is well-crafted, with rich, smooth flavors, and the menu offers fresh, tasty options for breakfast or a light lunch. Ideal for a quick caffeine boost or a relaxed hangout. Highly recommended!"
"Cafe Spresso",90,"Jenn A",1191,"a month ago",5,"We went for breakfast! Great spot. There was just one gentleman working so it wouldn't be the best for a quick meal, but it was very tasty. If we stayed longer we would've loved to check out some other menu options!"
"The Castle Blackrock - Neighbourhood Restaurant",337,"Thomas Philpott",2484,"a month ago",5,"This restaurant is beautiful with exceptional staff. The whole customer experience from beginning to end was amazing. I initially rang up as my sister is coeliac and the man emailed the separate menu to me straight away. When I went inside I was waiting for 2 other people. The waiter noticed I had birthday presents for my sister and took note of her name to sing happy birthday. Food was very nice and very reasonably priced. I would highly recommend if you are looking for somewhere special or just casual lunch."
"The Floury Apron",4,"M. Barry",1590,"a year ago",5,"Fantastic food with quality ingredients. Nearest thing to home cooking I've had at a restaurant. Had a lunch of coronation chicken wrap and a side salad and coffee. Also excellent value for money."
"Orchids Restaurant",91,"Rob Hale",2133,"2 months ago",4,"Overall this establishment offered a solid dining experience with high quality food and friendly professional service. Evening service seemed a bit short staffed which did not allow our server to present herself as frequently as we would have preferred. I do not fault the server as this seemed to be more of a staffing issue.  Obvious regulars two tables down were fawned upon while hotel guests, such as ourselves, did not get the same service level. For the price of both the hotel and the restaurant this was disappointing. Breakfast service was a bit spotty.  The first morning it was exceptional. The second morning it was a bit off. The food quality for all meals was excellent and the plate presentations were well done. The dining room itself was classy contemporary.  Noise volumes allowed conversations to be heard. A good 4 star experience."
"Orchids Restaurant",91,"Google User",983,"2 years ago",5,"From the moment we walked in we felt a special level of service and attention. The prix fixe menu of three courses delighted everyone at our table. The wine pairings were a perfect accompaniment. The lamb starter melted in your mouth. The salmon, lamb tenderloin and Irish Beef were cooked perfectly. We will always dine at Orchids when we are in Cork. Ambience was tranquil with the lovely piano singer in the lobby just outside the restaurant. Highly recommend."
"Orchids Restaurant",91,"Vitali Babi",2586,"7 months ago",5,"Great place for a relaxed evening!

A fantastic spot to unwind and enjoy live music in a top-notch atmosphere. Everything is well thought out – from the interior to the excellent service. The food is absolutely exquisite and delicious. Yes, it’s a bit on the pricey side, but worth every euro. If you’re looking for a cozy place with high-quality cuisine and a great vibe, this is definitely the spot! 🔥🎶🍷"
"Zócalo",93,"Gary Murphy",925,"9 months ago",2,"A nice place and friendly staff but the food left a lot to be desired. The fish taco was drowning in a watery white sauce that left the  battered fish completely soggy. I couldn’t finish it.
The guacamole was dry, missing lime and salt. Just look at the picture. No relation to Mexican food.
In fairness to the staff, they were welcoming and are trying the best but clearly not familiar with Mexican cuisine."
"Zócalo",93,"Sasha O’Keeffe",2268,"2 months ago",5,"Had some amazing food here, it’s a bit pricey but the big portions make it worth your money, staff were lovely and very accommodating. Food is so flavoursome and it’s easy to tell they use the proper ingredients. Good vegan options and loads of sauce and food options for picky eaters too and you can customise your foods too which is great."
"Zócalo",93,"susie jones",2424,"7 months ago",1,"Ordered the ""you got Mango"" with chicken via deliveroo, Food was freezing when delivered and the meat was Brown, slimey.. and stale tasting. It wasn't coloured from the marinade it was more like the dark meat of the chicken, you should really rethink your prices if you're adding the scraps of a carcus into a taco.  Had to throw it out. Absolutely disgusting and very disappointing. Also ye wouldn't refund it on Deliveroo."
"Rising Sons Brewery",92,"Elk Hunter",795,"10 months ago",5,"Had a fabulous lunch here on a rainy Sunday. Good beer and drink choices. Beef nachos were excellent. Staff was very cool too"
"Zócalo",93,"Mary Sheehan",1690,"3 weeks ago",1,"Had the Mexican bowl with added chicken, Carcass more like it.
A bowl of soggy rice, smothered in Sauce & dark carcass chicken,expecting breast meat.
Also a takeaway, after walking all the way back to my car ready to eat it ,realised they never gave me cutlery.
Never again, I feel nauseous thinking of it."
"Zócalo",93,"Billy Fajardo",345,"9 months ago",2,"I wanted tho try their nachos. I added the beef and at first they looked very promising. The bit of visible grease was ok, however as I got to the bottom it seems that I got a free helping of the frying grease. There’s really no reason for this. I couldn’t finish as what my shoulder be crisp nacho chips were nothing but a soggy cholesterol raising mess of oil and salt. I don’t think I will be trying them again . Not what I expect for 15€"
"Zócalo",93,"Rabin Bhandari",2076,"Edited a year ago",5,"I recently visited Zocalo Restaurant and was thoroughly impressed by the experience. The Tacos are absolutely amazing—packed with fresh ingredients and bursting with flavor. I tried the Hard Shell Food Truck Taco and Burger and it was one of the best I’ve ever had. The portion sizes are generous and well worth the price."
"Miyazaki Japanese Take Away",108,"Sun Lee",2417,"a week ago",4,"Really good rice on the onigiri- the size is gigantic!!

The gyudon needs work, the flavors are there and the portions are nice but needs to add that raw egg for a silky texture."
"Orchids Restaurant",91,"Alex Karakatsanis",124,"4 months ago",3,"I visited the Orchid restaurant with my family and partner to celebrate my graduation. I had been wanting to visit this restaurant for the past 4 years living in Cork. Overall, I am slightly disappointed in all areas. Especially, considering its prestige and price. Starting with the food: although enjoyable; there is a lot of room for improvement. I personally tried the scallops, the duck, and the apple parfait. The scallops lacked depth of flavor, and were in my opinion overcooked. The acai sorbet, although a nice and refreshing idea, lacked any memorable qualities or garnish. The duck, although juicy and cooked right in the middle, had a very soggy skin. The orange flavor that was meant to complement it was also very mild. The desert was my favorite dish, and it was unique and tasty but my partners desert, the berry mousse, had (literally) half a strawberry served with it, then the menu said ""served with fresh berries"". The wine selection was impressive and I enjoyed our drinks, although our first pinot grigio was noticeably cheap.

The service was a mixed bag. All the servers and staff were very friendly and I have no complaints in that regard. That said, we all came with heavy coats, and no one offered to pick them up for us. Additionally, we were all asked to order desert off the bat, which is unusual and delayed our order. Finally, when we left, we had to pick up our coats our selves.

Finally on the atmosphere. This historic building should receive the utmost of respect and attention in decor. The flooring, armchairs, curtains, chandeliers and room layout did not honor its history. The small details, such as lighting, and set up (uninviting spotlights, grey plastic laminate flooring, one candle per table that weren't turned on etc..) do not reflect the class the restaurant should hold.

On a positive note, the live piano was lovely, and added to the experience, especially because the player himself was not only lovely, but also also highly skilled. That said, the repertoire should be adjusted, as we were confused when they started playing the game of throne TV show intro music, instead of perhaps soft jazz, or classical pieces.

Overall, I did have a great time, and i don't have anything negative to say about any particular staff, or their friendliness, but considering this restaurant is within a 5 star hotel, with a very high price range, i did not feel this was reflected in the areas stated above. Worth a visit, but I'd be more inclined to attend the afternoon tea, or the lovely bar."
"Orchids Restaurant",91,"Jessica Walsh (Jessy walshy baby)",1215,"3 weeks ago",1,"Always ate here but its gone absolutely shocking both food and prices. Won't be ordering again"
"Orchids Restaurant",91,"Paul F",2009,"7 years ago",1,"What would've been a nice evening sadly was utterly ruined by three amazingly loud groups of american tourists and the incompetent staff that didn't even attempt to bring the noise down to ""european"" levels of fine dining. You're essentially paying 100$ to eat good food in a rather loud pub. On request one waiter told us to ""go to a different restaurant"". Can't recommend unless you're an annoying american."
"Orchids Restaurant",91,"Vanesa Núñez",2566,"2 years ago",5,"It was a wonderful experience.
They served us with great care, were attentive at all times, and very polite.
It's a 10-star restaurant.
They make you feel comfortable from the first second.
The food was delicious.
They have live music (a wonderful pianist).
It's very clean.
It's wheelchair accessible.
Congratulations to the entire restaurant team and the reception staff as well; it was wonderful."
"Rising Sons Brewery",92,"Henry G",1046,"5 months ago",5,"Great laid-back vibe with a cool industrial feel.  It's a perfect place to relax with friends, catch a match, or just enjoy a fresh pint in a fun, easygoing atmosphere."
"Rising Sons Brewery",92,"Michael Stanley",1767,"2 weeks ago",5,"Came here after a long day of exploring cork, the staff was extremely friendly, the beer is fantastic in my opinion, and the food was delicious. Couldn't recommend a spot more"
"Rising Sons Brewery",92,"Wayne Phair",2599,"a month ago",4,"Stopped in for a quick drink to rest my feet and was pleasantly surprised. The bar has a welcoming atmosphere with a large screen that’s perfect for watching sports. The staff were very friendly and made me feel at home. A great spot for a casual break."
"Rising Sons Brewery",92,"Mr Walsh",1829,"a year ago",5,"The food here is delicious filling and affordable. You can get a fresh pizza that would fill two and a pint for €17 euros. All made fresh by the chef in the open kitchen. This restaurant pub is for all age groups. With a good mixture of people.
I ordered the beef Nachos and the were the best I tasted in a long time.

The portion was definitely made for two. I finished them with some difficulty very fufiling. The seating area is fantastic where you can see the hard work of the chef that goes into making the food from the open kitchen plan.

What a fantastic affordable place to eat excellent pub and restaurant with its own brewery and large selection of own brand pints. Along with all the other well known brands. The decor is fantastic there is also a large screen and plenty of televisions placed around.

The bar staff was patient with my order and had some helpful suggestions. Thanks for that. They also have one of them new card reader tipping station that are becoming popular but also accept cash. If your visiting or a local I highly recommend visiting even just for the experience. A great place for a meal."
"Rising Sons Brewery",92,"Darius",633,"2 months ago",1,"A Surprising Experience at Rising Sons Brewery

I’ve always enjoyed visiting Rising Sons Brewery—whether after work or on the weekends, it had become a bit of a regular spot for me. The bar staff have always been incredibly friendly and welcoming. I even gifted them a framed present once as a small thank-you for their hospitality, and I've always been polite and respectful in return.

On one of my recent visits, I was there with two friends to say goodbye to someone moving back to Spain. We were sitting outside enjoying the sun and I recorded a short video from outside to remember the moment. Everything seemed fine, and it was, at the time.

A few days later, I stopped by again after shopping to unwind with a pint and meet a friend. I had my first drink and was about to order a second when I was told—rather unexpectedly—that I was barred. I was quite taken aback, especially since no explanation was given. I was simply told that I’d need to speak to the manager, who would be in at 6pm.

What surprised me most is that there was no clear reason offered, and up until that moment, I’d never had a negative interaction with anyone there. The team has always been great, so I can only assume this decision came from management. If the video I took from outside was the issue, I find that a bit confusing, as there was nothing inappropriate or disruptive about it.

In the end, while it’s disappointing, there are plenty of other great places in Cork to relax and enjoy a drink. I still appreciate the good times I had at Rising Sons, but this experience has left me puzzled."
"Rising Sons Brewery",92,"Dan Gogerly",603,"3 months ago",5,"Spent four days in cork and must of popped in here atleast three times, great selection of drinks/food with a great atmosphere! It's a must visit for anyone in the area, you won't be dissapointed."
"Rising Sons Brewery",92,"Sara Byrne Byrne",2243,"Edited 3 months ago",3,"Pizza was alright, pints decent.
But the atmosphere felt… performative.
Maybe it was just my table, but it’s hard to enjoy a meal when the energy feels scripted.
Great if you’re into theatre with your pepperoni."
"Rising Sons Brewery",92,"MrBarker",1831,"2 months ago",5,"Wheat was stellar. Wish there was room outside on the patio for us. Very hospitable."
"Rising Sons Brewery",92,"Lukas E",1572,"3 months ago",5,"Fantastic (local!) beer, nice people, good pizza. What else do you want?"
"Zócalo",93,"Suzanne C",2425,"2 months ago",5,"Ordered this as a takeaway with deliveroo, first time ordering and have to say I was very pleased, we ordered the family feast everyone was happy, I got the jackfruit Dolores bowl and it was divine! Portions are huge! None of us could finish! So we will be eating the leftovers later tonight or for lunch tomorrow, the food we got was very fresh and well presented considering it was takeaway! I think it is great value for money and will def order again whether take away or sit down.
The only issue I would have is possibly too much rice in the orders but still it was very tasty and great value for money so 5stars"
"Zócalo",93,"David Consonni",659,"10 months ago",5,"Been here 6 times already, I’ve tried most of the burrito bowls and they’re still not failing. Guacamole is fresh, so are the rest of the ingredients. Used to go to zambrero for any tex-mex needs but now this is my go-to."
"Bell's Coffee & Crepes",94,"Milosz Ogonek",1801,"4 months ago",5,"Lovely coffee and tasty crepes based on fresh in house daily made delicious pancake mix by a really friendly staff. All with an amazing view of Cork. Bell's is definitely worth the climb up the stairs."
"Bell's Coffee & Crepes",94,"Whjsam Wu",2602,"a year ago",5,"The coffee, drinks and French waffles here are very delicious, and the service staff are very friendly. In addition, you can enjoy the beautiful scenery."
"Bell's Coffee & Crepes",94,"Liamy Mackey",1511,"9 months ago",5,"Without doubt the best coffee in cork 🫰🏾 also the veggie dumpling was so tasty. I will be back 👌🏽👌🏽"
"Bell's Coffee & Crepes",94,"Cheng Shuang Yeh",459,"a year ago",5,"Love this spot for a cup of coffee and crepes with the wonderful view of Cork City. They have reasonable prices, tasty foods and lovely staff. Everything is outstanding. 😊"
"Bell's Coffee & Crepes",94,"sarah",2247,"5 months ago",1,"Says it opens at 10, arrived at 10:11 and the place was locked up. Literally walked up a mountain to get these raved about crepes and it was closed."
"Mason at Tuckey St",67,"Jakov Wolf",1138,"2 years ago",5,"Best bouncer in Cork city!"
"Mason at Tuckey St",67,"Scott Fitzgerald",2275,"3 years ago",5,"props to sean, fantastic mixologist!"
"Bell's Coffee & Crepes",94,"Prajna R",2065,"a year ago",5,"I had crepe and ice cream over coffee. Excellent taste and their coffee blend is amazing . Loved the view as well 10/10"
"Bell's Coffee & Crepes",94,"Elisabeth O'Flaherty",789,"10 months ago",5,"The staff at Bell’s are so lovely, and the food and drinks are delicious. The new (homemade!) steamed buns are a must try. So happy to have this café in our neighbourhood as they brighten up every day 💚💚💚"
"Bell's Coffee & Crepes",94,"Melanie V.",1737,"a year ago",5,"Finally a great place in Cork to get a savoury crepes.
The crepe batter is tasty and well done, which will give you a golden aspect when cooked.
I had the chicken and spinach one, surprisingly flavourful.
The only downside is the same batter is used for salted savoury and sweet crepes, however I definitely recommend this place."
"Bell's Coffee & Crepes",94,"Lena LC",1492,"10 months ago",5,"My husband and I shared the Tayto, cheese and tomato relish crepe and the Nutella and banana crepe for breakfast this morning, absolutely delicious! A great treat right next to the park! Lovely service, food and location! Will definitely be back!"
"Bell's Coffee & Crepes",94,"Josh O Regan",1303,"a year ago",5,"Really lovely spot!! Perfect to sit out on a sunny day and enjoy the view.

The prices are incredibly reasonable compared to most places in the city selling crepes (same goes for the coffee prices) and it tasted amazing, we'll be back again soon!"
"Cafe Oasis",95,"PH",2038,"11 months ago",1,"They keep changing their hours and they don't update them anywhere so 50% of the time its literally closed. The prices also keep increasing and the food quality is consistently decreasing. Don't bother getting a spicy chicken sandwich unless theres an open day on campus, otherwise they forget to give you sauce."
